,DARMC_X,DARMC_Y,DARMC_OBJECTID,NAME,NAME2,Latitude,Longitude,Geo_Q,F2008_Wreck,F2010_Wreck,Geo_D,Start_Date,End_Date,Date_Q,Date_D,Depth,Depth_Q,Year_Found,Year_Found_1,Cargo_1,Cargo_Type1,Cargo_2,Cargo_Type2,Cargo_3,Cargo_Type_3,Other_Cargo,Gear,Estimated displacement,Comments,Length,Width,Size_Detail,Parker_ref,Parker?,Bibliography AFM State 2008,Bibliography_2,OXREP_locid,OXREP_Site_Name,OXREP_Wreck_Name,OXREP_Earliest_Date,OXREP_Latest_Date,OXREP_Dating_comment,OXREP_Wreck_ID,OXREP_Strauss_ID,OXREP_Parker_Number,OXREP_Sea_area,OXREP_Country,OXREP_Region,OXREP_Min_depth,OXREP_Max_depth,OXREP_Depth,OXREP_Period,OXREP_Reference,OXREP_Comments,OXREP_Stone_cargo_notes,OXREP_Other_cargo,OXREP_Hull_remains,OXREP_Shipboard_paraphernalia,OXREP_Ship_equipment,OXREP_Estimated_tonnage,,
,,,,Baia di Salinedda (San Teodoro),,40.84127,9.72049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069,Baia di Salinedda,Baia di Salinedda (San Teodoro),200,400,C3rd-4th AD,8922,,,Tyrrhenian Sea,Italy,Sardinia,,,not known,Roman Imperial,"G. Lattanzi, Navi e Citta Sommerse (2007), 104              http://www.icimar.it/museo/relitto_baia_salinedda.htm",The remains of a ship and its contents spread over an area approximately 14.7m x 4m excavared in the 1990s.,,"Ceramics, glass and metal?","Three sections reamin: the larger fragment (4.7 x 1.95 m) consists of nine exterior planks, another fragment comes from the ceiling, while another section is of frames and shell plating covering an area of 2.6 m x 2m.  The predominant species of wood used for the construction are those so-called Mediterranean pines (Pinus pinaster, Pinus halepensis), although oak and olive are also found.",,,,,
,,,,Baie de l'Amitie/Les Battuts 2,,43.274746,3.470835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572,Baie de l'Amitie,Baie de l'Amitie/Les Battuts 2,1,100,C 1st AD,8740,,,Western Mediterranean,France,Languedoc-Roussillon,3,3,3m,Roman Imperial,"M.-P. Jezegou, Bilan Scientifique 1998, 28; Bilan Scientifique 2001, 43-44",,,,"Hull measuring an area of 7.75m x 3.2m comprising 22 frames, 14 strakes, the keel and the stempost. The construction was mixed with a combination of ligatures and more traditional mortise and tenon (cf Tour Fondue 1, Cavaliere, Jeaume Garde B, Plane 1, Cap Bear 3, Roche Fouras, Barthelemy B, Cap del Vol and Port la Nautique).",,,,,
,,,,Baie de Sanary,,43.107076,5.803883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,Baie de Sanary,Baie de Sanary,,,,8795,,,Western Mediterranean,France,Var,,,,,"Bilan Scientifique 1996, 89.",,,,,,,,,
,,,,Baie du Brusc,,43.077711,5.796609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,Baie du Brusc,Baie du Brusc,,,,8801,,,Western Mediterranean,France,Var,11,11,11m,,"Bilan Scientifique 2001, 72; Bilan Scientifique 2002, 67",,,,,,,,,
,,,,Balise de Rabiou,,43.27988,6.68071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837,Balise de Rabiou,Balise de Rabiou,40,100,mid-late C1st AD,8791,,,Western Mediterranean,France,Var,30,31,31m,Roman Imperial,"B. Dangreaux,  Bilan Scientifique 1993, 50; A. and P. Joncheray,Bilan Scientifique 2001, 78-79; Bilan Scientifique 2003, 91-92; Bilan Scientifique 2004, 83; Bilan Scientifique 2005, 80-81.",A cargo of amphorae from a small local ship.,,,"Some well preserved sections including the keel, the mast-step  and about 40 frames and interestingly, some pieces of leather.",,Anchor parts,20,,
,,,,Banc du Benedetto,,41.60963,9.32756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666,Banc du Benedetto,Banc du Benedetto,-400,-200,,8896,,,Western Mediterranean,France,Corsica,4,5,5m,Classical/Hellenistic,"Bilan Scientifique 1997, 86",,,,,,,,,
,,,,Bay of Naousa 1,,37.12295,25.22598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,Bay of Naousa,Bay of Naousa 1,-100,-1,,104,82,,Aegean,Greece,"Paros, Cyclades",,,Not known,Roman Republican,,Five wreck sites?,,,,,,,,
,,,,Bay of Naousa 2,,37.12295,25.22598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2498,Bay of Naousa,Bay of Naousa 2,-100,-1,C 1st BC,7377,,,Aegean,Greece,"Paros, Cyclades",,,,,Five wreck sites?,,,,,,,,,
,,,,Bay of Paroikia,,37.084374,25.132774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,Bay of Paroikia,Bay of Paroikia,100,200,C 2nd AD,107,85,,Aegean,Greece,"Paros, Cyclades",,,Not known,Roman Imperial,"E. Hatzidaki and G Papathanassopoulos  IJNA 9 (1981); AR 47 (2000-01), 121",,"Two hundred and seven marble objects including unfluted columns and architectural blocks; cinerary urns, some complete and inscribed, the pediment crowning a funerary stele, a lion’s foot, sarcophagus lids; two Doric capitals; the head of a marble statue and the torso of a small statue of Artemis.",,,,,,,
,,,,Beauséjour,,43.258434,3.33432,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553,Beauséjour,Beauséjour,50,100,second half C1st AD,137,460,,Western Mediterranean,France,Languedoc-Roussillon,3,5,5m,Roman Imperial,"H. Bernard, Bilan scientifique du Département des recherches archéologiques sous-marines (2000), 51-53 and (2001), p.45.","A relatively small navis lapidaria carrying Luna marble and some amphorae, Dr. 1A, Dr. 2-4 from Tarraconensis, and Gauloise. Dr 20 amphorae may be from a different site.","Five blocks of Luna marble well buried in an area 8m x 3m. Different sizes 2.1m x 1.4m x 1.5m = 11.7tons; 1.48m x 1.04m x 0.28m = 1.14tons; 1.33m x 0.76m x 0.3m = 0.8tons; 3m x 1.26m x 0.68m = 6.83tons; 1.9m x 1.26m x 0.55m = 3.9tons. Small tonnage compared to St. Tropez or Porto Nuovo, but similar to Meloria. All blocks are inscribed with quarry marks.",,"Lead sheathing, six iron nails and bronze nails.",,,,,
,,,,Bec Sormiou,,43.202592,5.427862,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,Bec Sormiou,Bec Sormiou,-100,-1,C 1st BC,8778,,,Western Mediterranean,France,Bouches-du-Rhône,92,95,95m,Roman Republic,"Bilan Scientifique 1999, 52.",A very broken up wreck,,,,,,,,
,,,,Bet Dwarka,,22.450745,69.116571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863,Bet Dwarka,Bet Dwarka,-100,200,C 1st BC -2nd AD,78,502,,Indian Ocean,India,West coast,5,8,5-8m,Roman Imperial,"www.blackwell-synergy.com/doi/full/10.1111/j.1095-9270.2005.00080.x ; A. Gaur etal, IJNA 35 (2006), 117-127.",Seven amphora necks and bases.,,A lead ingot; sherds of pottery.,Hull fragments,,Two lead anchors.,,,
,,,,Bocca Grande,,40.53607,14.18644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,Bocca Grande,Bocca Grande,-100,100,C1st BC- AD,8689,,,,Italy,"Capri, Campania",,,,Late Rep/early Imp,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html                 archeomar site 80, area 25",The deposit measures approximately 15-16m in length and 8m in width and rises from the seabed about 3-4m.,,,,,,,,
,,,,Bocca Piccola 1,,40.56359,14.27999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904,Bocca Piccola,Bocca Piccola 1,1,150,,8690,,,,Italy,"Capri, Campania",,,,Roman Imperial,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html  site 178, area 25",Fragments of amphorae possibly belonging to a wreck.,,,,,,,,
,,,,Bocca Piccola 2,,40.56359,14.27999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847,Bocca Piccola,Bocca Piccola 2,50,150,C1st-2nd AD,8807,,,,Italy,"Capri, Campania",,,,Roman Imperial,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html   site 189, area 25               http://www.archeomar.it/index.php?option=com_content&task=view&id=21&Itemid=35#relitti","A long, oval mound of amphorae measuring approximately 12m by 2.5m with a height of about 80-100cm.",,,,,,,,
,,,,Boka Kotorska 2,,42.41756,18.70903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543,Boka Kotorska,Boka Kotorska 2,-200,-1,C2nd-1st BC,8976,,,Adriatic,Montenegro,,,,,Roman Republic,"J. Royal, INA Annual 2008 26-28; http://www.rpmnautical.org/bokakotorska2.htm","This Roman ship was found over 2km off shore , covering an area 20 x 17m, with many of its amphorae in their original stacked position.",,,,,,,,
,,,,Bonnieu 3,,43.34655,5.02341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,Bonnieu,Bonnieu 3,-450,-425,third quarter C5th BC,8761,,,Western Mediterranean,France,Bouches-du-Rhône,,,,Classical,"B. Maillet, Bilan Scientifique 1993, 34; Bilan Scientifique 1997, 49; Bilan Scientifique 2003, 79.",A much looted C5th BC shipwreck.,,Millstones from Marseilles.,,The bottom of an Attic cup,,,,
,,,,Bonnieu 5,,43.34655,5.02341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,Bonnieu,Bonnieu 5,,,,8739,,,Western Mediterranean,France,Bouches-du-Rhône,2,2,1.5m,,"S. Gadal, Bilan Scientifique 1994, 36",A small cargo of limestone blocks,Three rows of 57 finished limestone blocks,,,,,10,,
,,,,Bou Ferrer (Alicante),,38.35,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014,Alicante,Bou Ferrer (Alicante),40,50,mid C1st AD,7428,,,Western Mediterranean,Spain,"La Vila Joiosa, Alicante",25,25,"25m, 1.6km off shore",Roman Imperial,"http://www.elpais.com/articulo/cultura/joya/mundo/antiguo/mar/valenciano/elpporcul/20061114elpepucul_4/Tes               http://news.nationalgeographic.com/news/2006/11/061120-rome-ship.html         F. Cibecchini et al, Archaeologia Maritima Mediterranea 2 (2006), 43-56","The ship is estimated to have been 30m long with capacity for around 400 tons of cargo, making it twice the size of most other Roman shipwrecks found in the Mediterranean (?) Newspaper reports say 1200-1500 amphorae, of Spanish fish products were on board, around 70 of which had been looted before excavation took place in the early 2000s. Forty intact amphorae were brought to the surface with many of their lids found inside. Because the ship sank onto its side, it is hoped that not only a significant part of the hull, but also much organic material may be well preserved. The site has been covered by 250 sq m of netting and steel bars.",,,Probably still fairly intact buried in the sand.,,,400,,
,,,,Bozburun Julio-Claudian,,36.62199,28.17031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198,Bozburun,Bozburun Julio-Claudian,-50,50,C1st BC-AD,8859,,,Eastern Mediterranean,Turkey,Marmaris Peninsula,83,83,83m,Late Republic-early Imperial,"http://www.rpmnautical.org/julioclaud.html         J. Royal, IJNA 35 (2006), 195-218",A large amphora mound measuring 15 x 5m although it is hard to discerna stacking pattern as the upper amphorae are tumbled and there is a large amount of marine growth covering the site.,,,,,,,,
,,,,Bozburun Late Antiquity anchor,,36.63246,28.16276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628,Bozburun,Bozburun Late Antiquity anchor,500,600,C 6th AD,8860,,,Eastern Mediterranean,Turkey,Marmaris Peninsula,85,85,85m,Late Antiquity,"http://www.rpmnautical.org/lateantiquity.html            J. Royal, IJNA 35 (2006), 195-218",An oval shaped amphora deposit measuring 9 x 3m with 2  collections of anchors about 4m to the west and northwest of the amphorae.,,,,,"There are at least 9, and possibly 11, anchors located in 2 deposits suggesting they were in their stowed postitions at the time of sinking. Seven have clearly discernable arms, six of which are of a cruciform shape (cf Dramont F and Yassi Ada wrecks). Only one has a 2m anchor stock",,,
,,,,Bozburun Late Republican,,36.66606,28.2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416,Bozburun,Bozburun Late Republican,-150,-100,first half C2nd BC,8862,,,Eastern Mediterranean,Turkey,Marmaris Peninsula,91,91,91m,Late Republican,"http://www.rpmnautical.org/laterepublicanwreck.htm               J. Royal, IJNA 37 (2008), 88-97","A badly damaged mound of amphorae measuring 10 x 8m, rising to 0.5-0.75m, although many are still in their upright position in the sand, suggesting that the hull may be preserved underneath.",,,"Probable, still buried underneath the amphorae.",,,,,
,,,,Bozburun tile wreck,,36.67267,28.1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908,Bozburun,Bozburun tile wreck,-30,400,,9025,,,Eastern Mediterranean,Turkey,Bozburun,,,,Roman Imperial,"http://www.rpmnautical.org/tilewreck.htm           J. Royal, IJNA 37 (2008), 88-97","The site is a small mound measuring c 21 x 10m comprising both cover and pan tiles still in their stacked positions. A trail of amphorae starting about 10m from the site and continuing 600m away contains at least 3 concentrated depostis of numerous large body sherds and upper portions, a formation possibly caused by drag nets.",,"Roof tiles, both cover and pan: over 10 of red fabric with white inclusions have been exposed possibly by an octupus (!). The cover tiles are about 1m long and 0.2-0.3m  wide, and slightly rounded to form a convex shape that is more acute at their edges than at the centre, stacked one upon the other and lying on their sides.",,,,,,
,,,,Bugho I,,42.9878,9.46369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,Bugho,Bugho I,-100,-50,first half C 1st BC,8752,,,Western Mediterranean,France,Corsica,,,shallow,Roman Republic,"Bilan Scientifique 1994, 59; Bilan Scientifique 2004, 88",The first wreck found in Corsica to contain Dr 1B amphorae.,,,,"Common pottery, part of a musical instrument, a unicum",Lead sounding weights,,,
,,,,Bumbiste,,44.8,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Bumbiste,,44.8,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180,Bumbiste,Bumbiste,-30,200,C1st-2nd AD,7325,,,Adriatic,Croatia,west side of Istria,10,40,40m,Roman Imperial,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 4",Various scattered amphora sherds may signal a shipwreck.,,,,,A lead anchor stock was found nearby may be part of the same site.,,,
,,,,Butrint 1,,39.731,19.989,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404,Butrint,Butrint 1,-300,-275,C3rd BC,8966,,,Adriatic,Albania,,20,30,30,Hellenistic,http://www.rpmnautical.org/sbutrint1.htm             INA Annual 2008 29-31,"Located about 50m offshore, the cargo of this wreck is scattered and buried down a silt-laden incline, although most of the amphorae are situated at the bottom. Excavation is ongoing.",,,,,A removable lead anchor stock 0.8m is possibly part of the same wreck.,,,
,,,,Butrint 3,,39.731,19.989,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284,Butrint,Butrint 3,-600,-400,C6th-5th BC,8965,,,Adriatic,Albania,,,,,Greek,http://www.rpmnautical.org/butrint3.htm,A badly damaged wreck of Corinthian amphorae,,,,,,,,
,,,,Cabo de Gata 2,,36.8,-2.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203,Cabo de Gata,Cabo de Gata 2,50,75,,8631,,,,,,,,,Roman Imperial,"Etienne & Mayet 2004, 214 no. 7",,,,,,,,,
,,,,Caesarea Maritima,,32.5,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555,Caesarea Maritima,Caesarea Maritima,84,96,late C1st AD,62,218,,Eastern Mediterranean,Israel,Caesarea,,,Shallow,Roman Imperial,www.abyssoblu.com,Wreck sank on N. breakwater of harbour.,,Lead ingots with stamp of Domitian; title GER indicates a date in or after AD 84.,Hull remains.,,,,,
,,,,Cakil Burnu,,40.467635,28.033748,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,Cakil Burnu,Cakil Burnu,1,100,C1st AD,35,22,,Aegean,Turkey,Sea of Marmara,25,35,35m,Roman Imperial,INA Survey 1998 www.diveturkey.com/soa/english/sept08_2001en.htm,Amphorae paralleled in 1st c AD Coan forms.,,,Lead sheathing.,"One large roof tile, a one-handled jug.",,,,
,,,,Cala Barca,,40.605056,8.148856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,Cala Barca,Cala Barca,,,,7565,,,,Italy,,,,,,,,,,,,,,,
,,,,Cala Bona I,,39.189333,8.321892,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267,Cala Bona,Cala Bona I,-80,-30,,8708,,,,Italy,Sardinia (Isola Piana),,,,,,,,,,,,,,
,,,,Cala Cativa,,42.35,3.216666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,Cala Cativa,Cala Cativa,-50,25,,8638,,,,,,,,,,,,,,,,,,,
,,,,Cala del Diavolo,,42.30612,10.31066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901,Cala del Diavolo,Cala del Diavolo,-120,-10,late C2nd-1st BC,8983,,,,Italy,"Isola di Montecristo,Tuscany",,,,Roman Republic,http://www.sportesport.it/wrecksTI002.htm,"A Roman trade vessel carrying a cargo of wine in Lamboglia 2 amphorae, and black Campanian pottery.",,Black Campanian pottery,,,A beautiful encrusted iron anchor was recovered from the wreck,,,
,,,,Cala del Falco 1,,40.65536,8.18344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137,Cala del Falco,Cala del Falco 1,200,300,C3rd AD,8711,,,,Italy,Sardinia,2,2,2m,Roman Imperial,http://www.archaeogate.org/subacquea/article/115/3/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html,,,In the late '70s a 4m long lead bar was still visible .,,,,,,
,,,,Cala del Falco 2,,40.65536,8.18344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,Cala del Falco,Cala del Falco 2,25,50,second quarter C1st AD,9056,,,,Italy,Sardinia,7,7,7m,Roman Imperial,http://www.archaeogate.org/subacquea/article/115/3/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html,A second Roman wreck in the bay,,,,,Two lead anchor stocks.,,,
,,,,Cala Gadir II,,36.8,12.01666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386,Cala Gadir,Cala Gadir II,-125,-75,end C2nd -early C1st BC,8925,,,,Italy,"Pantelleria, Sicily",18,30,30m,Roman Republic,"G. Lattanzi, Navi e Citta Sommerse (2007), 126; P. Selvaggio and S. Tusa, IJNA 38 (2009), 417-420","Finds have been found over a very wide area down to a depth of 100m. However , this seems to be a wreck site datable to the late C2nd to beginning C1st BC. Two hundred amphorae from this wreck are now exhibited in the Castle of Pantelleria.",,,,,,,,
664,1339544.539,4408949.125,665,Cala Levante, ,36.783333,12.033333, ,115,119, ,,, , ,30, , , ,amphoras,, ,, , , ,, ,,0,0, ,149,1,, ,1649,Cala Levante,Cala Levante,,,,7573,,149,,,,,,,,,,,,,,,,,
,,,,Cala Minnola,,37.99504,12.35309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237,Cala Minnola,Cala Minnola,-100,-50,first half C1st BC,8722,,,,Italy,Sicily,27,30,30m,Roman Republic,http://www.regione.sicilia.it/beniculturali/archeologiasottomarina/,A cargo of Dr 1B amphorae much looted before its excavation in 2005. It is now on CCTV to allow people to see the wreck from dry land.,,,Some fragments of wood.,Fragments of coarseware and black-gloss pottery.,"Lead pipes from  the bilge pump, an anchor.",,,
,,,,Cala n'Carbo,,40.061485,3.928085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858,Cala n'Carbo,Cala n'Carbo,-25,25,,8639,,,Western Mediterranean,Minorca,,,,,,,,,,,,,,,
,,,,Cala Palombara,,40.14829,18.49823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910,Cala Palombara,Cala Palombara,-100,0,end C 2nd-end 1st BC,8825,,,,Italy,Puglia,,,,Late Republican,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html       site 149, area 8",The site is covered with scattered pieces of amphorae attached to the seabad or amassed inside the cavaties if the rocks.,,,,,,,,
,,,,Cala Piomba,,38.89416,8.60263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,Cala Piomba,Cala Piomba,30,40,early-mid C1st AD,8630,,,,Italy,Sardinia,28,28,28m,Roman Imperial,Etienne & Mayet 198-9.no. 50        http://www.archaeogate.org/subacquea/article/115/2/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html,A cargo of amphorae spread over an area 50 x30m.,,Two lead ingots of trapezoidal shape,,,,,,
,,,,Cala Reale,,41.05779,8.29502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537,Cala Reale,Cala Reale,380,400,late C4th AD,8707,,,,Italy,Sardinia,8,8,8m,Late Roman,"C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 460; P. Spanu, Atti del Convegno Nazionale di Archaologia Subacquea. Anzio 1996, (1997), 109-119.          http://members.xoom.it/crasa/calareal.htm",A cargo of 5 types of mainly Spanish fish sauce amphorae found in 1995.,,A shipment of glass paste tesserae accompanied the main cargo of amphorae.,,A coin manufactured by the mint of Rome between 364 and 367 during the reign of Valens,,,,
,,,,Cala Sant Vicents 2,,39.923544,3.059946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,Cala Sant Vicents,Cala Sant Vicents 2,-520,-500,late C6th BC,9001,,,Western Mediterranean,Spain,Majorca,6,6,6m,Greek,"X. Nieto and M Santos, El Vaixell Grec Arcaic de Cala Sant Vicenc (2008)","Excavated in 2002 and 2004, this ship seems to have been sunk when it came loose from its moorings in the bay and hit the submerged rocks. It is the largest wholly-sewn Greek ship yet to be studied at 20-22m long. 6.3m wide and c 2.1m depth of hold.",,"Bundles of iron tools, some tin ingots, baskets and grain-rubbers.",Only nine pine strakes and four oak frames survive. A false keel was fastened to the bottom of the keel by false tenons and the frames are similar to those of other archaic wrecks.,"A necklace of glass beads. A fair amount of tableware, much of it 'Ionian bowls' as well as black-glazed, black-figured (without the figures!), Massiliot etc pottery, various lamps and mortaria. Some cooking ware and a pierced ceramic disc of a widespread type which here mught be a net- rather than a loom- weight. A basekt-lined bronze helmet and a repaired ladle, a goldsmith's mould, a carved wooden box-lid (cf one from Giglio Campse wreck) and a bracelet of lignite were also found.",,,,
,,,,Cala Su Pallosu,,40.04279,8.39492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303,Cala Su Pallosu,Cala Su Pallosu,-200,-100,C2nd BC,8953,,,,Italy,Sardinia,4,7,7m,Roman Republic,"E. Solinas and I. 147-Sanna, Tharros Felix-2 (2006), 147-151; D Salvi, Tharros Felix-2 (2006), 154-160.","A cargo of millstones, some glass and cups.",,Millstones - 4 lower cone-shaped parts (metae) and 5 upper parts (catilli). Glass. Cups.,,,,,,
,,,,Cala Minnola,,37.991831,12.351655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,Calaminnola,Calaminnola,-300,-200,C3rd BC,8642,,,,Italy,"Egadi Islands, Sicily",,,,Hellenistic,http://www.archeosub.it/news2004/news0407.htm#egadi,A cargo of amphorae which will be left on the sea bed and viewed by video from a museum in Favignana.,,,,,,,,
,,,,Calanque d'En Vau 2,,43.18752,5.50552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,Calanque d'En Vau,Calanque d'En Vau 2,1,100,C 1st AD,8779,,,Western Mediterranean,France,Bouches-du-Rhône,96,96,96m,Roman Imperial,"Bilan Scientifique 1999, 52.",A wreck of tegulae and imbrices.,,Tegulae and imbrices,,Dressel 2-4 amphorae.,,,,
,,,,Calanque de Conca,,41.57326,8.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,Calanque de Conca,Calanque de Conca,-50,100,C 1st BC-AD,8749,,,Western Mediterranean,France,Corsica,8,15,15m,Roman Imperial,"Bilan Scientifique 1992, 58","Discovered in the 1960s and re-examined in the 1990s, this was a cargo of dolia (but interestingly without the usual accompaniament of Dr 2-4 amphorae).",,A large amount of fragments of jugs.,,,,,,
,,,,Calanque Devenson 1,,43.16649,5.4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434,Calanque Devenson,Calanque Devenson 1,-100,-1,C1st BC,8775,,,Western Mediterranean,France,Bouches-du-Rhône,105,110,110m,Roman Republic,"Bilan Scientifique 1999, 51-52.",The site covers an area of 20m and the amphorae were fairly broken up.,,,,The body of a Lamboglia 2 amphora.,,,,
,,,,Calanque Devenson 2,,43.16649,5.4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118,Calanque Devenson,Calanque Devenson 2,1,100,C 1st AD,8777,,,Western Mediterranean,France,Bouches-du-Rhône,96,96,96m,Roman Imperial,"Bilan Scientifique 1999, 52.",A fairly widespread wreck site of Dr 20 amphorae,,,,,,,,
,,,,Callela I,,41.608513,2.664159,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,Callela,Callela I,-25,175,,8640,,,,,,,,,,"Etienne & Mayet 2000, 242 no. 28",,,,,,,,,
,,,,Camarina bronzes,,36.84438,14.45011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373,Camarina,Camarina bronzes,1,200,C1st-2nd AD,9050,,,,Italy,Sicily,7,7,7m,Roman Imperial,http://www.archeosub.it/news2000/news0011.htm#camarina,A cargo of bronzes discovered in 2000.,,"Bronze objects including oil lamps, bronzes similar to those found in the noble houses of Pompeii and Herculaneum, decorative pots, braziers, chandeliers and parts of statuettes of Mercury.",,A 35 cm section of a small altar.,,,,
,,,,Camarina E,,36.84438,14.45011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642,Camarina,Camarina E,-300,400,C 3rd BC earliest,204,361,,Central Mediterranean,Italy,Southern Sicily,,,Not known,Hellenistic/Roman,"AR 42 (1995-96), 72 (including figure).",A cargo of Graeco-Italic amphorae.,,,,"A helmet, 34cm high, of the Montefortino A type, probably of the third century BC, with exaggerated cuspings on the cheek pieces.",,,,
,,,,Cantafora B,,39.00657,17.18261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,Cantafora,Cantafora B,200,225,Early C3rd AD,8818,,,,Italy,Calabria,,,,Roman Imperial,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html         site 20, area 14",A probable shipwreck of semi-worked blocks of marble.,"An accumulation of semi-worked blocks distributed in a disorderly manner and slightly overlying one another. Several of the column drums, with a diameter of 70cm, are already prepared with the hole for fixing the the column cut in the centre of the circumference.",,,,,,,
,,,,Caorle,,45.49646,12.95288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294,Caorle,Caorle,-125,-75,beginning of the C 1st BC,8703,,,Adriatic,Italy,Veneto,25,30,"30m, 12 miles from the coast",Roman Republic,"C. Beltrame, Vita di Bordo in Eta Romana 2002, 456; G. Lattanzi, Navi e Citta Sommerse (2007), 181.         http://www.comune.caorle.ve.it/storia_e_cultura/archeologia.php","Discovered in 1992 in international waters and seen through videos, the site appears to be a classic ellipsoidal tumulus of amphorae covered by a layer of concretion 30cm thick. The wreck had already been damaged by fishing boats, but is now protected and ""sealed"". The ship may have been 23m long and 9m wide.",,,Good condition.,,,,,
,,,,Cape Borova,,42.69347,16.85852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255,Cape Borova,Cape Borova,-400,-200,C4th-3rd BC,8917,,,Adriatic,Croatia,Lastovo Island,,,,Classical/Hellenistic,"M. Jurisic in D. Davison, V. Gaffney and E. Martin (eds.) BAR 2006, 175-192",Finds from this site are known from illegal exports confiscated by customs officers!,,,,Parts of a louterion.,,,,
,,,,Cape Cherni 2,,42.958,27.908,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,Cape Cherni,Cape Cherni 2,-400,-300,C4th BC,9020,,,Black Sea,Bulgaria,,,,,Classical/Hellenistic,"S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34",,,,,,,,,
